"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170318082001","Block Group 1, Census Tract 8082, Cook County, Illinois","784","87","728","86","56","48",
"1500000US170318082002","Block Group 2, Census Tract 8082, Cook County, Illinois","533","79","505","78","28","28",
"1500000US170318082003","Block Group 3, Census Tract 8082, Cook County, Illinois","570","94","361","80","209","84",
"1500000US170318083011","Block Group 1, Census Tract 8083.01, Cook County, Illinois","520","113","382","100","138","80",
"1500000US170318083012","Block Group 2, Census Tract 8083.01, Cook County, Illinois","1011","122","849","117","162","69",
"1500000US170318083013","Block Group 3, Census Tract 8083.01, Cook County, Illinois","398","84","377","86","21","25",
"1500000US170318083014","Block Group 4, Census Tract 8083.01, Cook County, Illinois","347","59","347","59","0","11",
"1500000US170318083021","Block Group 1, Census Tract 8083.02, Cook County, Illinois","393","80","388","77","5","13",
"1500000US170318083022","Block Group 2, Census Tract 8083.02, Cook County, Illinois","867","95","635","117","232","90",
"1500000US170318083023","Block Group 3, Census Tract 8083.02, Cook County, Illinois","265","65","252","65","13","19",
"1500000US170318084001","Block Group 1, Census Tract 8084, Cook County, Illinois","567","90","545","88","22","22",
"1500000US170318084002","Block Group 2, Census Tract 8084, Cook County, Illinois","317","75","277","71","40","48",
"1500000US170318084003","Block Group 3, Census Tract 8084, Cook County, Illinois","517","66","445","69","72","52",
"1500000US170318085001","Block Group 1, Census Tract 8085, Cook County, Illinois","440","79","406","76","34","47",
"1500000US170318085002","Block Group 2, Census Tract 8085, Cook County, Illinois","243","50","202","54","41","32",
"1500000US170318085003","Block Group 3, Census Tract 8085, Cook County, Illinois","354","52","318","54","36","40",
"1500000US170318085004","Block Group 4, Census Tract 8085, Cook County, Illinois","303","49","276","50","27","24",
"1500000US170318086001","Block Group 1, Census Tract 8086, Cook County, Illinois","329","40","329","40","0","11",
"1500000US170318086002","Block Group 2, Census Tract 8086, Cook County, Illinois","328","35","306","37","22","21",
"1500000US170318087021","Block Group 1, Census Tract 8087.02, Cook County, Illinois","362","42","245","46","117","34",
"1500000US170318087022","Block Group 2, Census Tract 8087.02, Cook County, Illinois","72","30","27","18","45","28",
"1500000US170318088001","Block Group 1, Census Tract 8088, Cook County, Illinois","677","71","438","61","239","75",
"1500000US170318088002","Block Group 2, Census Tract 8088, Cook County, Illinois","663","76","616","78","47","36",
"1500000US170318089001","Block Group 1, Census Tract 8089, Cook County, Illinois","644","79","453","60","191","71",
"1500000US170318089002","Block Group 2, Census Tract 8089, Cook County, Illinois","297","64","255","64","42","33",
"1500000US170318089003","Block Group 3, Census Tract 8089, Cook County, Illinois","758","67","654","76","104","54",
"1500000US170318090001","Block Group 1, Census Tract 8090, Cook County, Illinois","309","56","309","56","0","11",
"1500000US170318090002","Block Group 2, Census Tract 8090, Cook County, Illinois","281","61","253","40","28","44",
"1500000US170318090003","Block Group 3, Census Tract 8090, Cook County, Illinois","655","74","293","42","362","72",
"1500000US170318090004","Block Group 4, Census Tract 8090, Cook County, Illinois","341","48","318","51","23","18",
"1500000US170318091001","Block Group 1, Census Tract 8091, Cook County, Illinois","575","73","405","66","170","60",
"1500000US170318091002","Block Group 2, Census Tract 8091, Cook County, Illinois","329","59","306","66","23","35",
"1500000US170318091003","Block Group 3, Census Tract 8091, Cook County, Illinois","596","79","346","66","250","75",
"1500000US170318092001","Block Group 1, Census Tract 8092, Cook County, Illinois","351","82","154","66","197","79",
"1500000US170318092002","Block Group 2, Census Tract 8092, Cook County, Illinois","512","104","87","53","425","99",
"1500000US170318092003","Block Group 3, Census Tract 8092, Cook County, Illinois","318","84","254","75","64","50",
"1500000US170318092004","Block Group 4, Census Tract 8092, Cook County, Illinois","296","94","168","72","128","70",
"1500000US170318093001","Block Group 1, Census Tract 8093, Cook County, Illinois","406","79","152","57","254","71",
"1500000US170318093002","Block Group 2, Census Tract 8093, Cook County, Illinois","764","138","167","88","597","126",
"1500000US170318093003","Block Group 3, Census Tract 8093, Cook County, Illinois","707","117","126","58","581","101",
"1500000US170318094001","Block Group 1, Census Tract 8094, Cook County, Illinois","501","85","308","75","193","69",
"1500000US170318094002","Block Group 2, Census Tract 8094, Cook County, Illinois","838","129","297","68","541","138",
"1500000US170318094003","Block Group 3, Census Tract 8094, Cook County, Illinois","746","105","409","106","337","91",
"1500000US170318094004","Block Group 4, Census Tract 8094, Cook County, Illinois","804","125","91","40","713","131",
"1500000US170318095001","Block Group 1, Census Tract 8095, Cook County, Illinois","634","99","392","88","242","69",
"1500000US170318095002","Block Group 2, Census Tract 8095, Cook County, Illinois","835","135","352","85","483","119",
"1500000US170318095003","Block Group 3, Census Tract 8095, Cook County, Illinois","372","98","183","70","189","87",
"1500000US170318096001","Block Group 1, Census Tract 8096, Cook County, Illinois","298","80","245","60","53","53",
"1500000US170318096002","Block Group 2, Census Tract 8096, Cook County, Illinois","497","101","235","73","262","98",
"1500000US170318096003","Block Group 3, Census Tract 8096, Cook County, Illinois","296","69","274","66","22","25",
"1500000US170318097001","Block Group 1, Census Tract 8097, Cook County, Illinois","450","66","308","67","142","45",
"1500000US170318097002","Block Group 2, Census Tract 8097, Cook County, Illinois","630","77","391","86","239","101",
"1500000US170318097003","Block Group 3, Census Tract 8097, Cook County, Illinois","214","54","214","54","0","11",
"1500000US170318098001","Block Group 1, Census Tract 8098, Cook County, Illinois","383","58","190","47","193","53",
"1500000US170318098002","Block Group 2, Census Tract 8098, Cook County, Illinois","697","70","290","72","407","75",
"1500000US170318099001","Block Group 1, Census Tract 8099, Cook County, Illinois","1376","64","844","80","532","77",
"1500000US170318100001","Block Group 1, Census Tract 8100, Cook County, Illinois","966","116","444","86","522","110",
"1500000US170318100002","Block Group 2, Census Tract 8100, Cook County, Illinois","826","136","468","115","358","103",
"1500000US170318100003","Block Group 3, Census Tract 8100, Cook County, Illinois","713","153","263","81","450","147",
"1500000US170318101001","Block Group 1, Census Tract 8101, Cook County, Illinois","274","75","65","33","209","77",
"1500000US170318101002","Block Group 2, Census Tract 8101, Cook County, Illinois","541","88","189","61","352","94",
"1500000US170318101003","Block Group 3, Census Tract 8101, Cook County, Illinois","385","92","213","55","172","90",
"1500000US170318101004","Block Group 4, Census Tract 8101, Cook County, Illinois","160","60","80","45","80","53",
"1500000US170318101005","Block Group 5, Census Tract 8101, Cook County, Illinois","670","111","308","71","362","99",
"1500000US170318102001","Block Group 1, Census Tract 8102, Cook County, Illinois","325","96","200","103","125","66",
"1500000US170318102002","Block Group 2, Census Tract 8102, Cook County, Illinois","413","118","182","71","231","104",
"1500000US170318102003","Block Group 3, Census Tract 8102, Cook County, Illinois","496","137","132","68","364","135",
"1500000US170318102004","Block Group 4, Census Tract 8102, Cook County, Illinois","513","101","328","90","185","70",
"1500000US170318102005","Block Group 5, Census Tract 8102, Cook County, Illinois","252","66","164","52","88","58",
"1500000US170318102006","Block Group 6, Census Tract 8102, Cook County, Illinois","355","123","267","95","88","82",
"1500000US170318103011","Block Group 1, Census Tract 8103.01, Cook County, Illinois","289","60","260","60","29","29",
"1500000US170318103012","Block Group 2, Census Tract 8103.01, Cook County, Illinois","371","104","273","102","98","67",
"1500000US170318103013","Block Group 3, Census Tract 8103.01, Cook County, Illinois","328","53","270","48","58","43",
"1500000US170318103014","Block Group 4, Census Tract 8103.01, Cook County, Illinois","415","78","202","76","213","74",
"1500000US170318103021","Block Group 1, Census Tract 8103.02, Cook County, Illinois","548","77","320","87","228","88",
"1500000US170318103022","Block Group 2, Census Tract 8103.02, Cook County, Illinois","433","90","270","76","163","74",
"1500000US170318103023","Block Group 3, Census Tract 8103.02, Cook County, Illinois","259","64","254","65","5","10",
"1500000US170318104001","Block Group 1, Census Tract 8104, Cook County, Illinois","262","48","230","49","32","16",
"1500000US170318104002","Block Group 2, Census Tract 8104, Cook County, Illinois","509","85","509","85","0","11",
"1500000US170318104003","Block Group 3, Census Tract 8104, Cook County, Illinois","915","104","843","102","72","56",
"1500000US170318104004","Block Group 4, Census Tract 8104, Cook County, Illinois","437","78","361","59","76","79",
"1500000US170318105011","Block Group 1, Census Tract 8105.01, Cook County, Illinois","405","85","385","90","20","31",
"1500000US170318105012","Block Group 2, Census Tract 8105.01, Cook County, Illinois","323","84","271","69","52","55",
"1500000US170318105013","Block Group 3, Census Tract 8105.01, Cook County, Illinois","333","69","333","69","0","11",
"1500000US170318105014","Block Group 4, Census Tract 8105.01, Cook County, Illinois","430","103","410","103","20","16",
"1500000US170318105015","Block Group 5, Census Tract 8105.01, Cook County, Illinois","431","100","311","96","120","85",
"1500000US170318105021","Block Group 1, Census Tract 8105.02, Cook County, Illinois","381","83","168","70","213","71",
"1500000US170318105022","Block Group 2, Census Tract 8105.02, Cook County, Illinois","306","59","300","62","6","11",
"1500000US170318105023","Block Group 3, Census Tract 8105.02, Cook County, Illinois","637","113","408","93","229","72",
"1500000US170318105024","Block Group 4, Census Tract 8105.02, Cook County, Illinois","324","84","275","64","49","49",
"1500000US170318105025","Block Group 5, Census Tract 8105.02, Cook County, Illinois","281","86","264","87","17","19",
"1500000US170318106001","Block Group 1, Census Tract 8106, Cook County, Illinois","585","124","271","89","314","103",
"1500000US170318106002","Block Group 2, Census Tract 8106, Cook County, Illinois","636","87","429","88","207","73",
"1500000US170318106003","Block Group 3, Census Tract 8106, Cook County, Illinois","694","109","214","76","480","123",
"1500000US170318107011","Block Group 1, Census Tract 8107.01, Cook County, Illinois","508","89","313","79","195","71",
"1500000US170318107012","Block Group 2, Census Tract 8107.01, Cook County, Illinois","507","85","197","75","310","75",
"1500000US170318107013","Block Group 3, Census Tract 8107.01, Cook County, Illinois","402","84","206","73","196","78",
"1500000US170318107014","Block Group 4, Census Tract 8107.01, Cook County, Illinois","431","76","266","75","165","60",
"1500000US170318107021","Block Group 1, Census Tract 8107.02, Cook County, Illinois","538","119","249","94","289","98",
"1500000US170318107022","Block Group 2, Census Tract 8107.02, Cook County, Illinois","297","84","178","74","119","69",
"1500000US170318107023","Block Group 3, Census Tract 8107.02, Cook County, Illinois","728","131","407","125","321","107",
"1500000US170318108001","Block Group 1, Census Tract 8108, Cook County, Illinois","336","82","277","87","59","39",
"1500000US170318108002","Block Group 2, Census Tract 8108, Cook County, Illinois","598","101","472","86","126","70",
"1500000US170318108003","Block Group 3, Census Tract 8108, Cook County, Illinois","422","79","348","81","74","55",
"1500000US170318108004","Block Group 4, Census Tract 8108, Cook County, Illinois","341","72","332","71","9","15",
"1500000US170318109001","Block Group 1, Census Tract 8109, Cook County, Illinois","630","146","393","120","237","125",
"1500000US170318109002","Block Group 2, Census Tract 8109, Cook County, Illinois","671","152","358","131","313","154",
"1500000US170318109003","Block Group 3, Census Tract 8109, Cook County, Illinois","305","94","305","94","0","11",
"1500000US170318109004","Block Group 4, Census Tract 8109, Cook County, Illinois","370","132","229","102","141","112",
